00:24:32:680 CMD DBGM     - ---- Debug Monitor List of the 5900 registered Modules ----------
00:24:32:680 CMD DBGM     -  # Symbol   Release - Module Name                      Filter Ta
00:24:32:747 CMD DBGM     - 5216 SOR04R~5 0.00.00 - LowerCnvr.SOR04R-SQ-2            000000 off
00:24:32:747 CMD DBGM     - 5217 PTP10016 0.00.00 - PTP10016                         000000 off
00:24:32:747 CMD DBGM     - 5218 SOR05R~5 0.00.00 - LowerCnvr.SOR05R-SQ-2            000000 off
00:24:32:747 CMD DBGM     - 5219 PTP10017 0.00.00 - PTP10017                         000000 off
00:24:32:747 CMD DBGM     - 5220 SOR06R~5 0.00.00 - LowerCnvr.SOR06R-SQ-2            000000 off
00:24:32:747 CMD DBGM     - 5221 PTP10018 0.00.00 - PTP10018                         000000 off
00:24:32:747 CMD DBGM     - 5222 SOR07R~5 0.00.00 - LowerCnvr.SOR07R-SQ-2            000000 off
00:24:32:747 CMD DBGM     - 5223 PTP10019 0.00.00 - PTP10019                         000000 off
00:24:32:747 CMD DBGM     - 5224 SOR08R~5 0.00.00 - LowerCnvr.SOR08R-SQ-2            000000 off
00:24:32:747 CMD DBGM     - 5225 PTP10020 0.00.00 - PTP10020                         000000 off
00:24:32:747 CMD DBGM     - 5226 SOR09R~5 0.00.00 - LowerCnvr.SOR09R-SQ-2            000000 off
00:24:32:747 CMD DBGM     - 5227 PTP10021 0.00.00 - PTP10021                         000000 off
00:24:32:747 CMD DBGM     - 5228 SOR10R~5 0.00.00 - LowerCnvr.SOR10R-SQ-2            000000 off
00:24:32:747 CMD DBGM     - 5229 PTP10022 0.00.00 - PTP10022                         000000 off
00:24:32:747 CMD DBGM     - 5230 SOR11R~5 0.00.00 - LowerCnvr.SOR11R-SQ-2            000000 off
00:24:32:747 CMD DBGM     - 5231 PTP10023 0.00.00 - PTP10023                         000000 off
00:24:32:747 CMD DBGM     - 5232 SOR12R~5 0.00.00 - LowerCnvr.SOR12R-SQ-2            000000 off
00:24:32:747 CMD DBGM     - 5233 PTP10024 0.00.00 - PTP10024                         000000 off
00:24:32:747 CMD DBGM     - 5234 SOR13R~5 0.00.00 - LowerCnvr.SOR13R-SQ-2            000000 off
00:24:32:747 CMD DBGM     - 5235 PTP10025 0.00.00 - PTP10025                         000000 off
00:24:32:747 CMD DBGM     - 5236 Transfer 0.00.00 - LowerCnvr.TransferBDS            000000 off
00:24:32:747 CMD DBGM     - 5237 LCH-BX-2 0.00.00 - LowerCnvr.LCH-BX-2               000000 off
00:24:32:747 CMD DBGM     - 5238 PTP10026 0.00.00 - PTP10026                         000000 off
00:24:32:747 CMD DBGM     - 5239 PTP10027 0.00.00 - PTP10027                         000000 off
00:24:32:747 CMD DBGM     - 5240 LCH1I-BC 0.00.00 - LowerCnvr.LCH1I-BCS              000000 off
00:24:32:747 CMD DBGM     - 5241 SOR01L~6 0.00.00 - LowerCnvr.SOR01L-YA21            000000 off
00:24:32:747 CMD DBGM     - 5242 SOR01L~7 0.00.00 - LowerCnvr.SOR01L-YA22            000000 off
00:24:32:747 CMD DBGM     - 5243 SOR01L~8 0.00.00 - LowerCnvr.SOR01L-YA23            000000 off
00:24:32:747 CMD DBGM     - 5244 SOR01L~9 0.00.00 - LowerCnvr.SOR01L-YA24            000000 off
00:24:32:747 CMD DBGM     - 5245 SOR01L~a 0.00.00 - LowerCnvr.SOR01L-YA25            000000 off
00:24:32:747 CMD DBGM     - 5246 SOR01L~b 0.00.00 - LowerCnvr.SOR01L-YA26            000000 off
00:24:32:747 CMD DBGM     - 5247 SOR02L~6 0.00.00 - LowerCnvr.SOR02L-YA21            000000 off
00:24:32:747 CMD DBGM     - 5248 SOR02L~7 0.00.00 - LowerCnvr.SOR02L-YA22            000000 off
00:24:32:747 CMD DBGM     - 5249 SOR02L~8 0.00.00 - LowerCnvr.SOR02L-YA23            000000 off
00:24:32:747 CMD DBGM     - 5250 SOR02L~9 0.00.00 - LowerCnvr.SOR02L-YA24            000000 off
00:24:32:747 CMD DBGM     - 5251 SOR02L~a 0.00.00 - LowerCnvr.SOR02L-YA25            000000 off
00:24:32:748 CMD DBGM     - 5252 SOR02L~b 0.00.00 - LowerCnvr.SOR02L-YA26            000000 off
00:24:32:748 CMD DBGM     - 5253 SOR03L~6 0.00.00 - LowerCnvr.SOR03L-YA21            000000 off
00:24:32:748 CMD DBGM     - 5254 SOR03L~7 0.00.00 - LowerCnvr.SOR03L-YA22            000000 off
00:24:32:748 CMD DBGM     - 5255 SOR03L~8 0.00.00 - LowerCnvr.SOR03L-YA23            000000 off
00:24:32:748 CMD DBGM     - 5256 SOR03L~9 0.00.00 - LowerCnvr.SOR03L-YA24            000000 off
00:24:32:748 CMD DBGM     - 5257 SOR03L~a 0.00.00 - LowerCnvr.SOR03L-YA25            000000 off
00:24:32:748 CMD DBGM     - 5258 SOR03L~b 0.00.00 - LowerCnvr.SOR03L-YA26            000000 off
00:24:32:748 CMD DBGM     - 5259 SOR04L~6 0.00.00 - LowerCnvr.SOR04L-YA21            000000 off
00:24:32:748 CMD DBGM     - 5260 SOR04L~7 0.00.00 - LowerCnvr.SOR04L-YA22            000000 off
00:24:32:748 CMD DBGM     - 5261 SOR04L~8 0.00.00 - LowerCnvr.SOR04L-YA23            000000 off
00:24:32:748 CMD DBGM     - 5262 SOR04L~9 0.00.00 - LowerCnvr.SOR04L-YA24            000000 off
00:24:32:748 CMD DBGM     - 5263 SOR04L~a 0.00.00 - LowerCnvr.SOR04L-YA25            000000 off
00:24:32:748 CMD DBGM     - 5264 SOR04L~b 0.00.00 - LowerCnvr.SOR04L-YA26            000000 off
00:24:32:748 CMD DBGM     - 5265 SOR05L~6 0.00.00 - LowerCnvr.SOR05L-YA21            000000 off
00:24:32:748 CMD DBGM     - 5266 SOR05L~7 0.00.00 - LowerCnvr.SOR05L-YA22            000000 off
00:24:32:748 CMD DBGM     - 5267 SOR05L~8 0.00.00 - LowerCnvr.SOR05L-YA23            000000 off
00:24:32:748 CMD DBGM     - 5268 SOR05L~9 0.00.00 - LowerCnvr.SOR05L-YA24            000000 off
00:24:32:748 CMD DBGM     - 5269 SOR05L~a 0.00.00 - LowerCnvr.SOR05L-YA25            000000 off
00:24:32:748 CMD DBGM     - 5270 SOR05L~b 0.00.00 - LowerCnvr.SOR05L-YA26            000000 off
00:24:32:748 CMD DBGM     - 5271 SOR06L~6 0.00.00 - LowerCnvr.SOR06L-YA21            000000 off
00:24:32:748 CMD DBGM     - 5272 SOR06L~7 0.00.00 - LowerCnvr.SOR06L-YA22            000000 off
00:24:32:748 CMD DBGM     - 5273 SOR06L~8 0.00.00 - LowerCnvr.SOR06L-YA23            000000 off
00:24:32:748 CMD DBGM     - 5274 SOR06L~9 0.00.00 - LowerCnvr.SOR06L-YA24            000000 off
00:24:32:748 CMD DBGM     - 5275 SOR06L~a 0.00.00 - LowerCnvr.SOR06L-YA25            000000 off
00:24:32:749 CMD DBGM     - 5276 SOR06L~b 0.00.00 - LowerCnvr.SOR06L-YA26            000000 off
00:24:32:749 CMD DBGM     - 5277 SOR07L~6 0.00.00 - LowerCnvr.SOR07L-YA21            000000 off
00:24:32:749 CMD DBGM     - 5278 SOR07L~7 0.00.00 - LowerCnvr.SOR07L-YA22            000000 off
00:24:32:749 CMD DBGM     - 5279 SOR07L~8 0.00.00 - LowerCnvr.SOR07L-YA23            000000 off
00:24:32:749 CMD DBGM     - 5280 SOR07L~9 0.00.00 - LowerCnvr.SOR07L-YA24            000000 off
00:24:32:749 CMD DBGM     - 5281 SOR07L~a 0.00.00 - LowerCnvr.SOR07L-YA25            000000 off
00:24:32:749 CMD DBGM     - 5282 SOR07L~b 0.00.00 - LowerCnvr.SOR07L-YA26            000000 off
00:24:32:749 CMD DBGM     - 5283 SOR08L~6 0.00.00 - LowerCnvr.SOR08L-YA21            000000 off
00:24:32:749 CMD DBGM     - 5284 SOR08L~7 0.00.00 - LowerCnvr.SOR08L-YA22            000000 off
00:24:32:749 CMD DBGM     - 5285 SOR08L~8 0.00.00 - LowerCnvr.SOR08L-YA23            000000 off
00:24:32:749 CMD DBGM     - 5286 SOR08L~9 0.00.00 - LowerCnvr.SOR08L-YA24            000000 off
00:24:32:749 CMD DBGM     - 5287 SOR08L~a 0.00.00 - LowerCnvr.SOR08L-YA25            000000 off
00:24:32:749 CMD DBGM     - 5288 SOR08L~b 0.00.00 - LowerCnvr.SOR08L-YA26            000000 off
00:24:32:749 CMD DBGM     - 5289 SOR09L~6 0.00.00 - LowerCnvr.SOR09L-YA21            000000 off
00:24:32:749 CMD DBGM     - 5290 SOR09L~7 0.00.00 - LowerCnvr.SOR09L-YA22            000000 off
00:24:32:749 CMD DBGM     - 5291 SOR09L~8 0.00.00 - LowerCnvr.SOR09L-YA23            000000 off
00:24:32:749 CMD DBGM     - 5292 SOR09L~9 0.00.00 - LowerCnvr.SOR09L-YA24            000000 off
00:24:32:749 CMD DBGM     - 5293 SOR09L~a 0.00.00 - LowerCnvr.SOR09L-YA25            000000 off
00:24:32:749 CMD DBGM     - 5294 SOR09L~b 0.00.00 - LowerCnvr.SOR09L-YA26            000000 off
00:24:32:749 CMD DBGM     - 5295 SOR10L~6 0.00.00 - LowerCnvr.SOR10L-YA21            000000 off
00:24:32:749 CMD DBGM     - 5296 SOR10L~7 0.00.00 - LowerCnvr.SOR10L-YA22            000000 off
00:24:32:749 CMD DBGM     - 5297 SOR10L~8 0.00.00 - LowerCnvr.SOR10L-YA23            000000 off
00:24:32:749 CMD DBGM     - 5298 SOR10L~9 0.00.00 - LowerCnvr.SOR10L-YA24            000000 off
00:24:32:749 CMD DBGM     - 5299 SOR10L~a 0.00.00 - LowerCnvr.SOR10L-YA25            000000 off
00:24:32:749 CMD DBGM     - 5300 SOR10L~b 0.00.00 - LowerCnvr.SOR10L-YA26            000000 off
00:24:32:749 CMD DBGM     - 5301 SOR11L~6 0.00.00 - LowerCnvr.SOR11L-YA21            000000 off
00:24:32:749 CMD DBGM     - 5302 SOR11L~7 0.00.00 - LowerCnvr.SOR11L-YA22            000000 off
00:24:32:749 CMD DBGM     - 5303 SOR11L~8 0.00.00 - LowerCnvr.SOR11L-YA23            000000 off
00:24:32:749 CMD DBGM     - 5304 SOR11L~9 0.00.00 - LowerCnvr.SOR11L-YA24            000000 off
00:24:32:749 CMD DBGM     - 5305 SOR11L~a 0.00.00 - LowerCnvr.SOR11L-YA25            000000 off
00:24:32:749 CMD DBGM     - 5306 SOR11L~b 0.00.00 - LowerCnvr.SOR11L-YA26            000000 off
00:24:32:749 CMD DBGM     - 5307 SOR12L~6 0.00.00 - LowerCnvr.SOR12L-YA21            000000 off
00:24:32:749 CMD DBGM     - 5308 SOR12L~7 0.00.00 - LowerCnvr.SOR12L-YA22            000000 off
00:24:32:749 CMD DBGM     - 5309 SOR12L~8 0.00.00 - LowerCnvr.SOR12L-YA23            000000 off
00:24:32:749 CMD DBGM     - 5310 SOR12L~9 0.00.00 - LowerCnvr.SOR12L-YA24            000000 off
00:24:32:749 CMD DBGM     - 5311 SOR12L~a 0.00.00 - LowerCnvr.SOR12L-YA25            000000 off
00:24:32:749 CMD DBGM     - 5312 SOR12L~b 0.00.00 - LowerCnvr.SOR12L-YA26            000000 off
00:24:32:749 CMD DBGM     - 5313 SOR13L~6 0.00.00 - LowerCnvr.SOR13L-YA21            000000 off
00:24:32:749 CMD DBGM     - 5314 SOR13L~7 0.00.00 - LowerCnvr.SOR13L-YA22            000000 off
00:24:32:749 CMD DBGM     - 5315 SOR13L~8 0.00.00 - LowerCnvr.SOR13L-YA23            000000 off
00:24:32:749 CMD DBGM     - 5316 SOR13L~9 0.00.00 - LowerCnvr.SOR13L-YA24            000000 off
00:24:32:749 CMD DBGM     - 5317 SOR13L~a 0.00.00 - LowerCnvr.SOR13L-YA25            000000 off
00:24:32:749 CMD DBGM     - 5318 SOR13L~b 0.00.00 - LowerCnvr.SOR13L-YA26            000000 off
00:24:32:749 CMD DBGM     - 5319 SOR01R~6 0.00.00 - LowerCnvr.SOR01R-YA26            000000 off
00:24:32:749 CMD DBGM     - 5320 SOR01R~7 0.00.00 - LowerCnvr.SOR01R-YA25            000000 off
00:24:32:749 CMD DBGM     - 5321 SOR01R~8 0.00.00 - LowerCnvr.SOR01R-YA24            000000 off
00:24:32:749 CMD DBGM     - 5322 SOR01R~9 0.00.00 - LowerCnvr.SOR01R-YA23            000000 off
00:24:32:749 CMD DBGM     - 5323 SOR01R~a 0.00.00 - LowerCnvr.SOR01R-YA22            000000 off
00:24:32:749 CMD DBGM     - 5324 SOR01R~b 0.00.00 - LowerCnvr.SOR01R-YA21            000000 off
00:24:32:749 CMD DBGM     - 5325 SOR02R~6 0.00.00 - LowerCnvr.SOR02R-YA26            000000 off
00:24:32:749 CMD DBGM     - 5326 SOR02R~7 0.00.00 - LowerCnvr.SOR02R-YA25            000000 off
00:24:32:749 CMD DBGM     - 5327 SOR02R~8 0.00.00 - LowerCnvr.SOR02R-YA24            000000 off
00:24:32:749 CMD DBGM     - 5328 SOR02R~9 0.00.00 - LowerCnvr.SOR02R-YA23            000000 off
00:24:32:749 CMD DBGM     - 5329 SOR02R~a 0.00.00 - LowerCnvr.SOR02R-YA22            000000 off
00:24:32:749 CMD DBGM     - 5330 SOR02R~b 0.00.00 - LowerCnvr.SOR02R-YA21            000000 off
00:24:32:749 CMD DBGM     - 5331 SOR03R~6 0.00.00 - LowerCnvr.SOR03R-YA26            000000 off
00:24:32:749 CMD DBGM     - 5332 SOR03R~7 0.00.00 - LowerCnvr.SOR03R-YA25            000000 off
00:24:32:749 CMD DBGM     - 5333 SOR03R~8 0.00.00 - LowerCnvr.SOR03R-YA24            000000 off
00:24:32:749 CMD DBGM     - 5334 SOR03R~9 0.00.00 - LowerCnvr.SOR03R-YA23            000000 off
00:24:32:749 CMD DBGM     - 5335 SOR03R~a 0.00.00 - LowerCnvr.SOR03R-YA22            000000 off
00:24:32:749 CMD DBGM     - 5336 SOR03R~b 0.00.00 - LowerCnvr.SOR03R-YA21            000000 off
00:24:32:749 CMD DBGM     - 5337 SOR04R~6 0.00.00 - LowerCnvr.SOR04R-YA26            000000 off
00:24:32:749 CMD DBGM     - 5338 SOR04R~7 0.00.00 - LowerCnvr.SOR04R-YA25            000000 off
00:24:32:749 CMD DBGM     - 5339 SOR04R~8 0.00.00 - LowerCnvr.SOR04R-YA24            000000 off
00:24:32:749 CMD DBGM     - 5340 SOR04R~9 0.00.00 - LowerCnvr.SOR04R-YA23            000000 off
00:24:32:749 CMD DBGM     - 5341 SOR04R~a 0.00.00 - LowerCnvr.SOR04R-YA22            000000 off
00:24:32:749 CMD DBGM     - 5342 SOR04R~b 0.00.00 - LowerCnvr.SOR04R-YA21            000000 off
00:24:32:749 CMD DBGM     - 5343 SOR05R~6 0.00.00 - LowerCnvr.SOR05R-YA26            000000 off
00:24:32:749 CMD DBGM     - 5344 SOR05R~7 0.00.00 - LowerCnvr.SOR05R-YA25            000000 off
00:24:32:749 CMD DBGM     - 5345 SOR05R~8 0.00.00 - LowerCnvr.SOR05R-YA24            000000 off
00:24:32:749 CMD DBGM     - 5346 SOR05R~9 0.00.00 - LowerCnvr.SOR05R-YA23            000000 off
00:24:32:749 CMD DBGM     - 5347 SOR05R~a 0.00.00 - LowerCnvr.SOR05R-YA22            000000 off
00:24:32:749 CMD DBGM     - 5348 SOR05R~b 0.00.00 - LowerCnvr.SOR05R-YA21            000000 off
00:24:32:749 CMD DBGM     - 5349 SOR06R~6 0.00.00 - LowerCnvr.SOR06R-YA26            000000 off
00:24:32:749 CMD DBGM     - 5350 SOR06R~7 0.00.00 - LowerCnvr.SOR06R-YA25            000000 off
00:24:32:749 CMD DBGM     - 5351 SOR06R~8 0.00.00 - LowerCnvr.SOR06R-YA24            000000 off
00:24:32:749 CMD DBGM     - 5352 SOR06R~9 0.00.00 - LowerCnvr.SOR06R-YA23            000000 off
00:24:32:749 CMD DBGM     - 5353 SOR06R~a 0.00.00 - LowerCnvr.SOR06R-YA22            000000 off
00:24:32:749 CMD DBGM     - 5354 SOR06R~b 0.00.00 - LowerCnvr.SOR06R-YA21            000000 off
00:24:32:749 CMD DBGM     - 5355 SOR07R~6 0.00.00 - LowerCnvr.SOR07R-YA26            000000 off
00:24:32:749 CMD DBGM     - 5356 SOR07R~7 0.00.00 - LowerCnvr.SOR07R-YA25            000000 off
00:24:32:749 CMD DBGM     - 5357 SOR07R~8 0.00.00 - LowerCnvr.SOR07R-YA24            000000 off
00:24:32:749 CMD DBGM     - 5358 SOR07R~9 0.00.00 - LowerCnvr.SOR07R-YA23            000000 off
00:24:32:749 CMD DBGM     - 5359 SOR07R~a 0.00.00 - LowerCnvr.SOR07R-YA22            000000 off
00:24:32:749 CMD DBGM     - 5360 SOR07R~b 0.00.00 - LowerCnvr.SOR07R-YA21            000000 off
00:24:32:749 CMD DBGM     - 5361 SOR08R~6 0.00.00 - LowerCnvr.SOR08R-YA26            000000 off
00:24:32:749 CMD DBGM     - 5362 SOR08R~7 0.00.00 - LowerCnvr.SOR08R-YA25            000000 off
00:24:32:749 CMD DBGM     - 5363 SOR08R~8 0.00.00 - LowerCnvr.SOR08R-YA24            000000 off
00:24:32:749 CMD DBGM     - 5364 SOR08R~9 0.00.00 - LowerCnvr.SOR08R-YA23            000000 off
00:24:32:749 CMD DBGM     - 5365 SOR08R~a 0.00.00 - LowerCnvr.SOR08R-YA22            000000 off
00:24:32:749 CMD DBGM     - 5366 SOR08R~b 0.00.00 - LowerCnvr.SOR08R-YA21            000000 off
00:24:32:749 CMD DBGM     - 5367 SOR09R~6 0.00.00 - LowerCnvr.SOR09R-YA26            000000 off
00:24:32:749 CMD DBGM     - 5368 SOR09R~7 0.00.00 - LowerCnvr.SOR09R-YA25            000000 off
00:24:32:749 CMD DBGM     - 5369 SOR09R~8 0.00.00 - LowerCnvr.SOR09R-YA24            000000 off
00:24:32:749 CMD DBGM     - 5370 SOR09R~9 0.00.00 - LowerCnvr.SOR09R-YA23            000000 off
00:24:32:749 CMD DBGM     - 5371 SOR09R~a 0.00.00 - LowerCnvr.SOR09R-YA22            000000 off
00:24:32:749 CMD DBGM     - 5372 SOR09R~b 0.00.00 - LowerCnvr.SOR09R-YA21            000000 off
00:24:32:749 CMD DBGM     - 5373 SOR10R~6 0.00.00 - LowerCnvr.SOR10R-YA26            000000 off
00:24:32:750 CMD DBGM     - 5374 SOR10R~7 0.00.00 - LowerCnvr.SOR10R-YA25            000000 off
00:24:32:750 CMD DBGM     - 5375 SOR10R~8 0.00.00 - LowerCnvr.SOR10R-YA24            000000 off
00:24:32:750 CMD DBGM     - 5376 SOR10R~9 0.00.00 - LowerCnvr.SOR10R-YA23            000000 off
00:24:32:750 CMD DBGM     - 5377 SOR10R~a 0.00.00 - LowerCnvr.SOR10R-YA22            000000 off
00:24:32:750 CMD DBGM     - 5378 SOR10R~b 0.00.00 - LowerCnvr.SOR10R-YA21            000000 off
00:24:32:750 CMD DBGM     - 5379 SOR11R~6 0.00.00 - LowerCnvr.SOR11R-YA26            000000 off
00:24:32:750 CMD DBGM     - 5380 SOR11R~7 0.00.00 - LowerCnvr.SOR11R-YA25            000000 off
00:24:32:750 CMD DBGM     - 5381 SOR11R~8 0.00.00 - LowerCnvr.SOR11R-YA24            000000 off
00:24:32:750 CMD DBGM     - 5382 SOR11R~9 0.00.00 - LowerCnvr.SOR11R-YA23            000000 off
00:24:32:750 CMD DBGM     - 5383 SOR11R~a 0.00.00 - LowerCnvr.SOR11R-YA22            000000 off
00:24:32:750 CMD DBGM     - 5384 SOR11R~b 0.00.00 - LowerCnvr.SOR11R-YA21            000000 off
00:24:32:750 CMD DBGM     - 5385 SOR12R~6 0.00.00 - LowerCnvr.SOR12R-YA26            000000 off
00:24:32:750 CMD DBGM     - 5386 SOR12R~7 0.00.00 - LowerCnvr.SOR12R-YA25            000000 off
00:24:32:750 CMD DBGM     - 5387 SOR12R~8 0.00.00 - LowerCnvr.SOR12R-YA24            000000 off
00:24:32:750 CMD DBGM     - 5388 SOR12R~9 0.00.00 - LowerCnvr.SOR12R-YA23            000000 off
00:24:32:750 CMD DBGM     - 5389 SOR12R~a 0.00.00 - LowerCnvr.SOR12R-YA22            000000 off
00:24:32:750 CMD DBGM     - 5390 SOR12R~b 0.00.00 - LowerCnvr.SOR12R-YA21            000000 off
00:24:32:750 CMD DBGM     - 5391 SOR13R~6 0.00.00 - LowerCnvr.SOR13R-YA26            000000 off
00:24:32:750 CMD DBGM     - 5392 SOR13R~7 0.00.00 - LowerCnvr.SOR13R-YA25            000000 off
00:24:32:750 CMD DBGM     - 5393 SOR13R~8 0.00.00 - LowerCnvr.SOR13R-YA24            000000 off
00:24:32:750 CMD DBGM     - 5394 SOR13R~9 0.00.00 - LowerCnvr.SOR13R-YA23            000000 off
00:24:32:750 CMD DBGM     - 5395 SOR13R~a 0.00.00 - LowerCnvr.SOR13R-YA22            000000 off
00:24:32:750 CMD DBGM     - 5396 SOR13R~b 0.00.00 - LowerCnvr.SOR13R-YA21            000000 off
00:24:32:750 CMD DBGM     - 5397 Cam2     0.00.00 - LowerCnvr.Cam2                   000000 off
00:24:32:750 CMD DBGM     - 5398 SOR01L~c 0.00.00 - LowerCnvr.SOR01L-B22             000000 off
00:24:32:750 CMD DBGM     - 5399 SOR02L~c 0.00.00 - LowerCnvr.SOR02L-B22             000000 off
00:24:32:750 CMD DBGM     - 5400 SOR03L~c 0.00.00 - LowerCnvr.SOR03L-B22             000000 off
00:24:32:750 CMD DBGM     - 5401 SOR04L~c 0.00.00 - LowerCnvr.SOR04L-B22             000000 off
00:24:32:750 CMD DBGM     - 5402 SOR05L~c 0.00.00 - LowerCnvr.SOR05L-B22             000000 off
00:24:32:750 CMD DBGM     - 5403 SOR06L~c 0.00.00 - LowerCnvr.SOR06L-B22             000000 off
00:24:32:750 CMD DBGM     - 5404 SOR07L~c 0.00.00 - LowerCnvr.SOR07L-B22             000000 off
00:24:32:750 CMD DBGM     - 5405 SOR08L~c 0.00.00 - LowerCnvr.SOR08L-B22             000000 off
00:24:32:750 CMD DBGM     - 5406 SOR09L~c 0.00.00 - LowerCnvr.SOR09L-B22             000000 off
00:24:32:750 CMD DBGM     - 5407 SOR10L~c 0.00.00 - LowerCnvr.SOR10L-B22             000000 off
00:24:32:750 CMD DBGM     - 5408 SOR11L~c 0.00.00 - LowerCnvr.SOR11L-B22             000000 off
00:24:32:750 CMD DBGM     - 5409 SOR12L~c 0.00.00 - LowerCnvr.SOR12L-B22             000000 off
00:24:32:750 CMD DBGM     - 5410 SOR13L~c 0.00.00 - LowerCnvr.SOR13L-B22             000000 off
00:24:32:750 CMD DBGM     - 5411 SOR01R~c 0.00.00 - LowerCnvr.SOR01R-B22             000000 off
00:24:32:750 CMD DBGM     - 5412 SOR02R~c 0.00.00 - LowerCnvr.SOR02R-B22             000000 off
00:24:32:750 CMD DBGM     - 5413 SOR03R~c 0.00.00 - LowerCnvr.SOR03R-B22             000000 off
00:24:32:750 CMD DBGM     - 5414 SOR04R~c 0.00.00 - LowerCnvr.SOR04R-B22             000000 off
00:24:32:750 CMD DBGM     - 5415 SOR05R~c 0.00.00 - LowerCnvr.SOR05R-B22             000000 off
00:24:32:750 CMD DBGM     - 5416 SOR06R~c 0.00.00 - LowerCnvr.SOR06R-B22             000000 off
00:24:32:750 CMD DBGM     - 5417 SOR07R~c 0.00.00 - LowerCnvr.SOR07R-B22             000000 off
00:24:32:750 CMD DBGM     - 5418 SOR08R~c 0.00.00 - LowerCnvr.SOR08R-B22             000000 off
00:24:32:750 CMD DBGM     - 5419 SOR09R~c 0.00.00 - LowerCnvr.SOR09R-B22             000000 off
00:24:32:750 CMD DBGM     - 5420 SOR10R~c 0.00.00 - LowerCnvr.SOR10R-B22             000000 off
00:24:32:750 CMD DBGM     - 5421 SOR11R~c 0.00.00 - LowerCnvr.SOR11R-B22             000000 off
00:24:32:750 CMD DBGM     - 5422 SOR12R~c 0.00.00 - LowerCnvr.SOR12R-B22             000000 off
00:24:32:750 CMD DBGM     - 5423 SOR13R~c 0.00.00 - LowerCnvr.SOR13R-B22             000000 off
00:24:32:750 CMD DBGM     - 5424 LMPDPUBT 0.00.00 - LowerCnvr.LMPDPUBTP1             000000 off
00:24:32:750 CMD DBGM     - 5425 BTP10000 0.00.00 - BTP10000                         000000 off
00:24:32:750 CMD DBGM     - 5426 BTP10001 0.00.00 - BTP10001                         000000 off
00:24:32:750 CMD DBGM     - 5427 BTP10002 0.00.00 - BTP10002                         000000 off
00:24:32:750 CMD DBGM     - 5428 BTP10003 0.00.00 - BTP10003                         000000 off
00:24:32:750 CMD DBGM     - 5429 BTP10004 0.00.00 - BTP10004                         000000 off
00:24:32:750 CMD DBGM     - 5430 BTP10005 0.00.00 - BTP10005                         000000 off
00:24:32:750 CMD DBGM     - 5431 BTP10006 0.00.00 - BTP10006                         000000 off
00:24:32:750 CMD DBGM     - 5432 BTP10007 0.00.00 - BTP10007                         000000 off
00:24:32:750 CMD DBGM     - 5433 BTP10008 0.00.00 - BTP10008                         000000 off
00:24:32:750 CMD DBGM     - 5434 BTP10009 0.00.00 - BTP10009                         000000 off
00:24:32:750 CMD DBGM     - 5435 BTP10010 0.00.00 - BTP10010                         000000 off
00:24:32:750 CMD DBGM     - 5436 BTP10011 0.00.00 - BTP10011                         000000 off
00:24:32:750 CMD DBGM     - 5437 BTP10012 0.00.00 - BTP10012                         000000 off
00:24:32:750 CMD DBGM     - 5438 BTP10013 0.00.00 - BTP10013                         000000 off
00:24:32:750 CMD DBGM     - 5439 BTP10014 0.00.00 - BTP10014                         000000 off
00:24:32:750 CMD DBGM     - 5440 BTP10015 0.00.00 - BTP10015                         000000 off
00:24:32:750 CMD DBGM     - 5441 BTP10016 0.00.00 - BTP10016                         000000 off
00:24:32:750 CMD DBGM     - 5442 BTP10017 0.00.00 - BTP10017                         000000 off
00:24:32:750 CMD DBGM     - 5443 BTP10018 0.00.00 - BTP10018                         000000 off
00:24:32:750 CMD DBGM     - 5444 BTP10019 0.00.00 - BTP10019                         000000 off
00:24:32:750 CMD DBGM     - 5445 BTP10020 0.00.00 - BTP10020                         000000 off
00:24:32:750 CMD DBGM     - 5446 BTP10021 0.00.00 - BTP10021                         000000 off
00:24:32:750 CMD DBGM     - 5447 BTP10022 0.00.00 - BTP10022                         000000 off
00:24:32:750 CMD DBGM     - 5448 BTP10023 0.00.00 - BTP10023                         000000 off
00:24:32:750 CMD DBGM     - 5449 BTP10024 0.00.00 - BTP10024                         000000 off
00:24:32:750 CMD DBGM     - 5450 BTP10025 0.00.00 - BTP10025                         000000 off
00:24:32:750 CMD DBGM     - 5451 BTP10026 0.00.00 - BTP10026                         000000 off
00:24:32:750 CMD DBGM     - 5452 BTP10027 0.00.00 - BTP10027                         000000 off
00:24:32:750 CMD DBGM     - 5453 BTP10028 0.00.00 - BTP10028                         000000 off
00:24:32:750 CMD DBGM     - 5454 BTP10029 0.00.00 - BTP10029                         000000 off
00:24:32:750 CMD DBGM     - 5455 BTP10030 0.00.00 - BTP10030                         000000 off
00:24:32:750 CMD DBGM     - 5456 BTP10031 0.00.00 - BTP10031                         000000 off
00:24:32:750 CMD DBGM     - 5457 BTP10032 0.00.00 - BTP10032                         000000 off
00:24:32:750 CMD DBGM     - 5458 BTP10033 0.00.00 - BTP10033                         000000 off
00:24:32:750 CMD DBGM     - 5459 BTP10034 0.00.00 - BTP10034                         000000 off
00:24:32:750 CMD DBGM     - 5460 BTP10035 0.00.00 - BTP10035                         000000 off
00:24:32:750 CMD DBGM     - 5461 BTP10036 0.00.00 - BTP10036                         000000 off
00:24:32:750 CMD DBGM     - 5462 BTP10037 0.00.00 - BTP10037                         000000 off
