00:24:32:680 CMD DBGM     - ---- Debug Monitor List of the 5900 registered Modules ----------
00:24:32:680 CMD DBGM     -  # Symbol   Release - Module Name                      Filter Ta
00:24:32:685 CMD DBGM     - 481 pl1075   0.00.00 - UpperCnvr.pl1075                 000000 off
00:24:32:685 CMD DBGM     - 482 bm1075   0.00.00 - UpperCnvr.bm1075                 000000 off
00:24:32:685 CMD DBGM     - 483 bu10226  0.00.00 - UpperCnvr.bu10226                000000 off
00:24:32:685 CMD DBGM     - 484 bu10227  0.00.00 - UpperCnvr.bu10227                000000 off
00:24:32:685 CMD DBGM     - 485 bu10228  0.00.00 - UpperCnvr.bu10228                000000 off
00:24:32:685 CMD DBGM     - 486 pl1076   0.00.00 - UpperCnvr.pl1076                 000000 off
00:24:32:685 CMD DBGM     - 487 bm1076   0.00.00 - UpperCnvr.bm1076                 000000 off
00:24:32:685 CMD DBGM     - 488 bu10229  0.00.00 - UpperCnvr.bu10229                000000 off
00:24:32:685 CMD DBGM     - 489 bu10230  0.00.00 - UpperCnvr.bu10230                000000 off
00:24:32:685 CMD DBGM     - 490 bu10231  0.00.00 - UpperCnvr.bu10231                000000 off
00:24:32:685 CMD DBGM     - 491 pl1077   0.00.00 - UpperCnvr.pl1077                 000000 off
00:24:32:685 CMD DBGM     - 492 bm1077   0.00.00 - UpperCnvr.bm1077                 000000 off
00:24:32:685 CMD DBGM     - 493 bu10232  0.00.00 - UpperCnvr.bu10232                000000 off
00:24:32:685 CMD DBGM     - 494 bu10233  0.00.00 - UpperCnvr.bu10233                000000 off
00:24:32:685 CMD DBGM     - 495 bu10234  0.00.00 - UpperCnvr.bu10234                000000 off
00:24:32:685 CMD DBGM     - 496 pl1078   0.00.00 - UpperCnvr.pl1078                 000000 off
00:24:32:685 CMD DBGM     - 497 bm1078   0.00.00 - UpperCnvr.bm1078                 000000 off
00:24:32:685 CMD DBGM     - 498 bu10235  0.00.00 - UpperCnvr.bu10235                000000 off
00:24:32:685 CMD DBGM     - 499 bu10236  0.00.00 - UpperCnvr.bu10236                000000 off
00:24:32:685 CMD DBGM     - 500 bu10237  0.00.00 - UpperCnvr.bu10237                000000 off
00:24:32:685 CMD DBGM     - 501 pl1079   0.00.00 - UpperCnvr.pl1079                 000000 off
00:24:32:685 CMD DBGM     - 502 bm1079   0.00.00 - UpperCnvr.bm1079                 000000 off
00:24:32:685 CMD DBGM     - 503 bu10238  0.00.00 - UpperCnvr.bu10238                000000 off
--- ClientDBGM --- st RCP_L15 FFFFFF
00:24:32:685 CMD DBGM     - 504 bu10239  0.00.00 - UpperCnvr.bu10239                000000 off
00:24:32:685 CMD DBGM     - 505 bu10240  0.00.00 - UpperCnvr.bu10240                000000 off
00:24:32:685 CMD DBGM     - 506 pl1080   0.00.00 - UpperCnvr.pl1080                 000000 off
00:24:32:685 CMD DBGM     - 507 bm1080   0.00.00 - UpperCnvr.bm1080                 000000 off
00:24:32:685 CMD DBGM     - 508 bu10241  0.00.00 - UpperCnvr.bu10241                000000 off
00:24:32:685 CMD DBGM     - 509 bu10242  0.00.00 - UpperCnvr.bu10242                000000 off
00:24:32:685 CMD DBGM     - 510 bu10243  0.00.00 - UpperCnvr.bu10243                000000 off
00:24:32:685 CMD DBGM     - 511 pl1081   0.00.00 - UpperCnvr.pl1081                 000000 off
00:24:32:685 CMD DBGM     - 512 bm1081   0.00.00 - UpperCnvr.bm1081                 000000 off
00:24:32:685 CMD DBGM     - 513 bu10244  0.00.00 - UpperCnvr.bu10244                000000 off
00:24:32:685 CMD DBGM     - 514 bu10245  0.00.00 - UpperCnvr.bu10245                000000 off
00:24:32:685 CMD DBGM     - 515 bu10246  0.00.00 - UpperCnvr.bu10246                000000 off
00:24:32:685 CMD DBGM     - 516 pl1082   0.00.00 - UpperCnvr.pl1082                 000000 off
00:24:32:685 CMD DBGM     - 517 bm1082   0.00.00 - UpperCnvr.bm1082                 000000 off
00:24:32:685 CMD DBGM     - 518 bu10247  0.00.00 - UpperCnvr.bu10247                000000 off
00:24:32:685 CMD DBGM     - 519 bu10248  0.00.00 - UpperCnvr.bu10248                000000 off
00:24:32:685 CMD DBGM     - 520 bu10249  0.00.00 - UpperCnvr.bu10249                000000 off
00:24:32:685 CMD DBGM     - 521 pl1083   0.00.00 - UpperCnvr.pl1083                 000000 off
00:24:32:685 CMD DBGM     - 522 bm1083   0.00.00 - UpperCnvr.bm1083                 000000 off
00:24:32:685 CMD DBGM     - 523 bu10250  0.00.00 - UpperCnvr.bu10250                000000 off
00:24:32:685 CMD DBGM     - 524 bu10251  0.00.00 - UpperCnvr.bu10251                000000 off
00:24:32:685 CMD DBGM     - 525 bu10252  0.00.00 - UpperCnvr.bu10252                000000 off
00:24:32:685 CMD DBGM     - 526 pl1084   0.00.00 - UpperCnvr.pl1084                 000000 off
00:24:32:685 CMD DBGM     - 527 bm1084   0.00.00 - UpperCnvr.bm1084                 000000 off
00:24:32:685 CMD DBGM     - 528 bu10253  0.00.00 - UpperCnvr.bu10253                000000 off
00:24:32:685 CMD DBGM     - 529 bu10254  0.00.00 - UpperCnvr.bu10254                000000 off
00:24:32:685 CMD DBGM     - 530 bu10255  0.00.00 - UpperCnvr.bu10255                000000 off
00:24:32:685 CMD DBGM     - 531 pl1085   0.00.00 - UpperCnvr.pl1085                 000000 off
00:24:32:685 CMD DBGM     - 532 bm1085   0.00.00 - UpperCnvr.bm1085                 000000 off
00:24:32:685 CMD DBGM     - 533 bu10256  0.00.00 - UpperCnvr.bu10256                000000 off
00:24:32:685 CMD DBGM     - 534 bu10257  0.00.00 - UpperCnvr.bu10257                000000 off
00:24:32:685 CMD DBGM     - 535 bu10258  0.00.00 - UpperCnvr.bu10258                000000 off
00:24:32:685 CMD DBGM     - 536 pl1086   0.00.00 - UpperCnvr.pl1086                 000000 off
00:24:32:685 CMD DBGM     - 537 bm1086   0.00.00 - UpperCnvr.bm1086                 000000 off
00:24:32:685 CMD DBGM     - 538 bu10259  0.00.00 - UpperCnvr.bu10259                000000 off
00:24:32:685 CMD DBGM     - 539 bu10260  0.00.00 - UpperCnvr.bu10260                000000 off
00:24:32:685 CMD DBGM     - 540 bu10261  0.00.00 - UpperCnvr.bu10261                000000 off
00:24:32:685 CMD DBGM     - 541 pl1087   0.00.00 - UpperCnvr.pl1087                 000000 off
00:24:32:685 CMD DBGM     - 542 bm1087   0.00.00 - UpperCnvr.bm1087                 000000 off
00:24:32:685 CMD DBGM     - 543 bu10262  0.00.00 - UpperCnvr.bu10262                000000 off
00:24:32:685 CMD DBGM     - 544 bu10263  0.00.00 - UpperCnvr.bu10263                000000 off
00:24:32:685 CMD DBGM     - 545 bu10264  0.00.00 - UpperCnvr.bu10264                000000 off
00:24:32:685 CMD DBGM     - 546 pl1088   0.00.00 - UpperCnvr.pl1088                 000000 off
00:24:32:685 CMD DBGM     - 547 bm1088   0.00.00 - UpperCnvr.bm1088                 000000 off
00:24:32:685 CMD DBGM     - 548 bu10265  0.00.00 - UpperCnvr.bu10265                000000 off
00:24:32:685 CMD DBGM     - 549 bu10266  0.00.00 - UpperCnvr.bu10266                000000 off
00:24:32:685 CMD DBGM     - 550 bu10267  0.00.00 - UpperCnvr.bu10267                000000 off
00:24:32:685 CMD DBGM     - 551 pl1089   0.00.00 - UpperCnvr.pl1089                 000000 off
00:24:32:685 CMD DBGM     - 552 bm1089   0.00.00 - UpperCnvr.bm1089                 000000 off
00:24:32:685 CMD DBGM     - 553 bu10268  0.00.00 - UpperCnvr.bu10268                000000 off
00:24:32:685 CMD DBGM     - 554 bu10269  0.00.00 - UpperCnvr.bu10269                000000 off
00:24:32:685 CMD DBGM     - 555 bu10270  0.00.00 - UpperCnvr.bu10270                000000 off
00:24:32:685 CMD DBGM     - 556 pl1090   0.00.00 - UpperCnvr.pl1090                 000000 off
00:24:32:685 CMD DBGM     - 557 bm1090   0.00.00 - UpperCnvr.bm1090                 000000 off
00:24:32:685 CMD DBGM     - 558 bu10271  0.00.00 - UpperCnvr.bu10271                000000 off
00:24:32:685 CMD DBGM     - 559 bu10272  0.00.00 - UpperCnvr.bu10272                000000 off
00:24:32:685 CMD DBGM     - 560 bu10273  0.00.00 - UpperCnvr.bu10273                000000 off
00:24:32:685 CMD DBGM     - 561 pl1091   0.00.00 - UpperCnvr.pl1091                 000000 off
00:24:32:685 CMD DBGM     - 562 bm1091   0.00.00 - UpperCnvr.bm1091                 000000 off
00:24:32:685 CMD DBGM     - 563 bu10274  0.00.00 - UpperCnvr.bu10274                000000 off
00:24:32:685 CMD DBGM     - 564 bu10275  0.00.00 - UpperCnvr.bu10275                000000 off
00:24:32:685 CMD DBGM     - 565 bu10276  0.00.00 - UpperCnvr.bu10276                000000 off
00:24:32:685 CMD DBGM     - 566 pl1092   0.00.00 - UpperCnvr.pl1092                 000000 off
00:24:32:685 CMD DBGM     - 567 bm1092   0.00.00 - UpperCnvr.bm1092                 000000 off
00:24:32:685 CMD DBGM     - 568 bu10277  0.00.00 - UpperCnvr.bu10277                000000 off
00:24:32:685 CMD DBGM     - 569 bu10278  0.00.00 - UpperCnvr.bu10278                000000 off
00:24:32:685 CMD DBGM     - 570 bu10279  0.00.00 - UpperCnvr.bu10279                000000 off
00:24:32:685 CMD DBGM     - 571 pl1093   0.00.00 - UpperCnvr.pl1093                 000000 off
00:24:32:685 CMD DBGM     - 572 bm1093   0.00.00 - UpperCnvr.bm1093                 000000 off
00:24:32:686 CMD DBGM     - 573 bu10280  0.00.00 - UpperCnvr.bu10280                000000 off
00:24:32:686 CMD DBGM     - 574 bu10281  0.00.00 - UpperCnvr.bu10281                000000 off
00:24:32:686 CMD DBGM     - 575 bu10282  0.00.00 - UpperCnvr.bu10282                000000 off
00:24:32:686 CMD DBGM     - 576 pl1094   0.00.00 - UpperCnvr.pl1094                 000000 off
00:24:32:686 CMD DBGM     - 577 bm1094   0.00.00 - UpperCnvr.bm1094                 000000 off
00:24:32:686 CMD DBGM     - 578 bu10283  0.00.00 - UpperCnvr.bu10283                000000 off
00:24:32:686 CMD DBGM     - 579 bu10284  0.00.00 - UpperCnvr.bu10284                000000 off
00:24:32:686 CMD DBGM     - 580 bu10285  0.00.00 - UpperCnvr.bu10285                000000 off
00:24:32:686 CMD DBGM     - 581 pl1095   0.00.00 - UpperCnvr.pl1095                 000000 off
00:24:32:686 CMD DBGM     - 582 bm1095   0.00.00 - UpperCnvr.bm1095                 000000 off
00:24:32:686 CMD DBGM     - 583 bu10286  0.00.00 - UpperCnvr.bu10286                000000 off
00:24:32:686 CMD DBGM     - 584 bu10287  0.00.00 - UpperCnvr.bu10287                000000 off
00:24:32:686 CMD DBGM     - 585 bu10288  0.00.00 - UpperCnvr.bu10288                000000 off
00:24:32:686 CMD DBGM     - 586 pl1096   0.00.00 - UpperCnvr.pl1096                 000000 off
00:24:32:686 CMD DBGM     - 587 bm1096   0.00.00 - UpperCnvr.bm1096                 000000 off
00:24:32:686 CMD DBGM     - 588 bu10289  0.00.00 - UpperCnvr.bu10289                000000 off
00:24:32:686 CMD DBGM     - 589 bu10290  0.00.00 - UpperCnvr.bu10290                000000 off
00:24:32:686 CMD DBGM     - 590 bu10291  0.00.00 - UpperCnvr.bu10291                000000 off
00:24:32:686 CMD DBGM     - 591 pl1097   0.00.00 - UpperCnvr.pl1097                 000000 off
00:24:32:686 CMD DBGM     - 592 bm1097   0.00.00 - UpperCnvr.bm1097                 000000 off
00:24:32:686 CMD DBGM     - 593 bu10292  0.00.00 - UpperCnvr.bu10292                000000 off
00:24:32:686 CMD DBGM     - 594 bu10293  0.00.00 - UpperCnvr.bu10293                000000 off
00:24:32:686 CMD DBGM     - 595 bu10294  0.00.00 - UpperCnvr.bu10294                000000 off
00:24:32:686 CMD DBGM     - 596 pl1098   0.00.00 - UpperCnvr.pl1098                 000000 off
00:24:32:686 CMD DBGM     - 597 bm1098   0.00.00 - UpperCnvr.bm1098                 000000 off
00:24:32:686 CMD DBGM     - 598 bu10295  0.00.00 - UpperCnvr.bu10295                000000 off
00:24:32:686 CMD DBGM     - 599 bu10296  0.00.00 - UpperCnvr.bu10296                000000 off
00:24:32:686 CMD DBGM     - 600 bu10297  0.00.00 - UpperCnvr.bu10297                000000 off
00:24:32:686 CMD DBGM     - 601 pl1099   0.00.00 - UpperCnvr.pl1099                 000000 off
00:24:32:686 CMD DBGM     - 602 bm1099   0.00.00 - UpperCnvr.bm1099                 000000 off
00:24:32:686 CMD DBGM     - 603 bu10298  0.00.00 - UpperCnvr.bu10298                000000 off
00:24:32:686 CMD DBGM     - 604 bu10299  0.00.00 - UpperCnvr.bu10299                000000 off
00:24:32:686 CMD DBGM     - 605 bu10300  0.00.00 - UpperCnvr.bu10300                000000 off
00:24:32:686 CMD DBGM     - 606 pl1100   0.00.00 - UpperCnvr.pl1100                 000000 off
00:24:32:686 CMD DBGM     - 607 bm1100   0.00.00 - UpperCnvr.bm1100                 000000 off
00:24:32:686 CMD DBGM     - 608 bu10301  0.00.00 - UpperCnvr.bu10301                000000 off
00:24:32:686 CMD DBGM     - 609 bu10302  0.00.00 - UpperCnvr.bu10302                000000 off
00:24:32:686 CMD DBGM     - 610 bu10303  0.00.00 - UpperCnvr.bu10303                000000 off
00:24:32:686 CMD DBGM     - 611 pl1101   0.00.00 - UpperCnvr.pl1101                 000000 off
00:24:32:686 CMD DBGM     - 612 bm1101   0.00.00 - UpperCnvr.bm1101                 000000 off
00:24:32:686 CMD DBGM     - 613 bu10304  0.00.00 - UpperCnvr.bu10304                000000 off
00:24:32:686 CMD DBGM     - 614 bu10305  0.00.00 - UpperCnvr.bu10305                000000 off
00:24:32:686 CMD DBGM     - 615 bu10306  0.00.00 - UpperCnvr.bu10306                000000 off
00:24:32:686 CMD DBGM     - 616 pl1102   0.00.00 - UpperCnvr.pl1102                 000000 off
00:24:32:686 CMD DBGM     - 617 bm1102   0.00.00 - UpperCnvr.bm1102                 000000 off
00:24:32:686 CMD DBGM     - 618 bu10307  0.00.00 - UpperCnvr.bu10307                000000 off
00:24:32:686 CMD DBGM     - 619 bu10308  0.00.00 - UpperCnvr.bu10308                000000 off
00:24:32:686 CMD DBGM     - 620 bu10309  0.00.00 - UpperCnvr.bu10309                000000 off
00:24:32:686 CMD DBGM     - 621 pl1103   0.00.00 - UpperCnvr.pl1103                 000000 off
00:24:32:686 CMD DBGM     - 622 bm1103   0.00.00 - UpperCnvr.bm1103                 000000 off
00:24:32:686 CMD DBGM     - 623 bu10310  0.00.00 - UpperCnvr.bu10310                000000 off
00:24:32:686 CMD DBGM     - 624 bu10311  0.00.00 - UpperCnvr.bu10311                000000 off
00:24:32:686 CMD DBGM     - 625 bu10312  0.00.00 - UpperCnvr.bu10312                000000 off
00:24:32:686 CMD DBGM     - 626 pl1104   0.00.00 - UpperCnvr.pl1104                 000000 off
00:24:32:686 CMD DBGM     - 627 bm1104   0.00.00 - UpperCnvr.bm1104                 000000 off
00:24:32:686 CMD DBGM     - 628 bu10313  0.00.00 - UpperCnvr.bu10313                000000 off
00:24:32:686 CMD DBGM     - 629 bu10314  0.00.00 - UpperCnvr.bu10314                000000 off
00:24:32:686 CMD DBGM     - 630 bu10315  0.00.00 - UpperCnvr.bu10315                000000 off
00:24:32:686 CMD DBGM     - 631 pl1105   0.00.00 - UpperCnvr.pl1105                 000000 off
00:24:32:686 CMD DBGM     - 632 bm1105   0.00.00 - UpperCnvr.bm1105                 000000 off
00:24:32:686 CMD DBGM     - 633 bu10316  0.00.00 - UpperCnvr.bu10316                000000 off
00:24:32:686 CMD DBGM     - 634 bu10317  0.00.00 - UpperCnvr.bu10317                000000 off
00:24:32:686 CMD DBGM     - 635 bu10318  0.00.00 - UpperCnvr.bu10318                000000 off
00:24:32:686 CMD DBGM     - 636 pl1106   0.00.00 - UpperCnvr.pl1106                 000000 off
00:24:32:686 CMD DBGM     - 637 bm1106   0.00.00 - UpperCnvr.bm1106                 000000 off
00:24:32:686 CMD DBGM     - 638 bu10319  0.00.00 - UpperCnvr.bu10319                000000 off
00:24:32:686 CMD DBGM     - 639 bu10320  0.00.00 - UpperCnvr.bu10320                000000 off
00:24:32:686 CMD DBGM     - 640 bu10321  0.00.00 - UpperCnvr.bu10321                000000 off
00:24:32:686 CMD DBGM     - 641 pl1107   0.00.00 - UpperCnvr.pl1107                 000000 off
00:24:32:686 CMD DBGM     - 642 bm1107   0.00.00 - UpperCnvr.bm1107                 000000 off
00:24:32:686 CMD DBGM     - 643 bu10322  0.00.00 - UpperCnvr.bu10322                000000 off
00:24:32:686 CMD DBGM     - 644 bu10323  0.00.00 - UpperCnvr.bu10323                000000 off
00:24:32:686 CMD DBGM     - 645 bu10324  0.00.00 - UpperCnvr.bu10324                000000 off
--- ClientDBGM --- st RCP_L16 FFFFFF
00:24:32:686 CMD DBGM     - 646 pl1108   0.00.00 - UpperCnvr.pl1108                 000000 off
00:24:32:686 CMD DBGM     - 647 bm1108   0.00.00 - UpperCnvr.bm1108                 000000 off
00:24:32:686 CMD DBGM     - 648 bu10325  0.00.00 - UpperCnvr.bu10325                000000 off
00:24:32:686 CMD DBGM     - 649 bu10326  0.00.00 - UpperCnvr.bu10326                000000 off
00:24:32:686 CMD DBGM     - 650 bu10327  0.00.00 - UpperCnvr.bu10327                000000 off
00:24:32:686 CMD DBGM     - 651 pl1109   0.00.00 - UpperCnvr.pl1109                 000000 off
00:24:32:686 CMD DBGM     - 652 bm1109   0.00.00 - UpperCnvr.bm1109                 000000 off
00:24:32:686 CMD DBGM     - 653 bu10328  0.00.00 - UpperCnvr.bu10328                000000 off
00:24:32:686 CMD DBGM     - 654 bu10329  0.00.00 - UpperCnvr.bu10329                000000 off
00:24:32:686 CMD DBGM     - 655 bu10330  0.00.00 - UpperCnvr.bu10330                000000 off
00:24:32:686 CMD DBGM     - 656 pl1110   0.00.00 - UpperCnvr.pl1110                 000000 off
00:24:32:686 CMD DBGM     - 657 bm1110   0.00.00 - UpperCnvr.bm1110                 000000 off
00:24:32:686 CMD DBGM     - 658 bu10331  0.00.00 - UpperCnvr.bu10331                000000 off
00:24:32:686 CMD DBGM     - 659 bu10332  0.00.00 - UpperCnvr.bu10332                000000 off
00:24:32:686 CMD DBGM     - 660 bu10333  0.00.00 - UpperCnvr.bu10333                000000 off
00:24:32:686 CMD DBGM     - 661 pl1111   0.00.00 - UpperCnvr.pl1111                 000000 off
00:24:32:686 CMD DBGM     - 662 bm1111   0.00.00 - UpperCnvr.bm1111                 000000 off
00:24:32:686 CMD DBGM     - 663 bu10334  0.00.00 - UpperCnvr.bu10334                000000 off
00:24:32:686 CMD DBGM     - 664 bu10335  0.00.00 - UpperCnvr.bu10335                000000 off
00:24:32:686 CMD DBGM     - 665 bu10336  0.00.00 - UpperCnvr.bu10336                000000 off
00:24:32:686 CMD DBGM     - 666 pl1112   0.00.00 - UpperCnvr.pl1112                 000000 off
00:24:32:686 CMD DBGM     - 667 bm1112   0.00.00 - UpperCnvr.bm1112                 000000 off
00:24:32:686 CMD DBGM     - 668 bu10337  0.00.00 - UpperCnvr.bu10337                000000 off
00:24:32:686 CMD DBGM     - 669 bu10338  0.00.00 - UpperCnvr.bu10338                000000 off
00:24:32:686 CMD DBGM     - 670 bu10339  0.00.00 - UpperCnvr.bu10339                000000 off
00:24:32:686 CMD DBGM     - 671 pl1113   0.00.00 - UpperCnvr.pl1113                 000000 off
00:24:32:686 CMD DBGM     - 672 bm1113   0.00.00 - UpperCnvr.bm1113                 000000 off
00:24:32:686 CMD DBGM     - 673 bu10340  0.00.00 - UpperCnvr.bu10340                000000 off
00:24:32:686 CMD DBGM     - 674 bu10341  0.00.00 - UpperCnvr.bu10341                000000 off
00:24:32:686 CMD DBGM     - 675 bu10342  0.00.00 - UpperCnvr.bu10342                000000 off
00:24:32:686 CMD DBGM     - 676 pl1114   0.00.00 - UpperCnvr.pl1114                 000000 off
00:24:32:686 CMD DBGM     - 677 bm1114   0.00.00 - UpperCnvr.bm1114                 000000 off
00:24:32:686 CMD DBGM     - 678 bu10343  0.00.00 - UpperCnvr.bu10343                000000 off
00:24:32:686 CMD DBGM     - 679 bu10344  0.00.00 - UpperCnvr.bu10344                000000 off
00:24:32:686 CMD DBGM     - 680 bu10345  0.00.00 - UpperCnvr.bu10345                000000 off
00:24:32:686 CMD DBGM     - 681 pl1115   0.00.00 - UpperCnvr.pl1115                 000000 off
00:24:32:686 CMD DBGM     - 682 bm1115   0.00.00 - UpperCnvr.bm1115                 000000 off
00:24:32:686 CMD DBGM     - 683 bu10346  0.00.00 - UpperCnvr.bu10346                000000 off
00:24:32:687 CMD DBGM     - 684 bu10347  0.00.00 - UpperCnvr.bu10347                000000 off
00:24:32:687 CMD DBGM     - 685 bu10348  0.00.00 - UpperCnvr.bu10348                000000 off
00:24:32:687 CMD DBGM     - 686 pl1116   0.00.00 - UpperCnvr.pl1116                 000000 off
00:24:32:687 CMD DBGM     - 687 bm1116   0.00.00 - UpperCnvr.bm1116                 000000 off
00:24:32:687 CMD DBGM     - 688 bu10349  0.00.00 - UpperCnvr.bu10349                000000 off
00:24:32:687 CMD DBGM     - 689 bu10350  0.00.00 - UpperCnvr.bu10350                000000 off
00:24:32:687 CMD DBGM     - 690 bu10351  0.00.00 - UpperCnvr.bu10351                000000 off
00:24:32:687 CMD DBGM     - 691 pl1117   0.00.00 - UpperCnvr.pl1117                 000000 off
00:24:32:687 CMD DBGM     - 692 bm1117   0.00.00 - UpperCnvr.bm1117                 000000 off
00:24:32:687 CMD DBGM     - 693 bu10352  0.00.00 - UpperCnvr.bu10352                000000 off
00:24:32:687 CMD DBGM     - 694 bu10353  0.00.00 - UpperCnvr.bu10353                000000 off
00:24:32:687 CMD DBGM     - 695 bu10354  0.00.00 - UpperCnvr.bu10354                000000 off
00:24:32:-2147483648 CMD DBGM     - 696 pl1118   0.00.00 - UpperCnvr.pl1118                 000000 off
00:24:32:687 CMD DBGM     - 697 bm1118   0.00.00 - UpperCnvr.bm1118                 000000 off
00:24:32:687 CMD DBGM     - 698 bu10355  0.00.00 - UpperCnvr.bu10355                000000 off
00:24:32:687 CMD DBGM     - 699 bu10356  0.00.00 - UpperCnvr.bu10356                000000 off
00:24:32:687 CMD DBGM     - 700 bu10357  0.00.00 - UpperCnvr.bu10357                000000 off
00:24:32:687 CMD DBGM     - 701 pl1119   0.00.00 - UpperCnvr.pl1119                 000000 off
00:24:32:687 CMD DBGM     - 702 bm1119   0.00.00 - UpperCnvr.bm1119                 000000 off
00:24:32:687 CMD DBGM     - 703 bu10358  0.00.00 - UpperCnvr.bu10358                000000 off
00:24:32:687 CMD DBGM     - 704 bu10359  0.00.00 - UpperCnvr.bu10359                000000 off
00:24:32:687 CMD DBGM     - 705 bu10360  0.00.00 - UpperCnvr.bu10360                000000 off
00:24:32:687 CMD DBGM     - 706 pl1120   0.00.00 - UpperCnvr.pl1120                 000000 off
00:24:32:687 CMD DBGM     - 707 bm1120   0.00.00 - UpperCnvr.bm1120                 000000 off
00:24:32:687 CMD DBGM     - 708 bu10361  0.00.00 - UpperCnvr.bu10361                000000 off
00:24:32:687 CMD DBGM     - 709 bu10362  0.00.00 - UpperCnvr.bu10362                000000 off
00:24:32:687 CMD DBGM     - 710 bu10363  0.00.00 - UpperCnvr.bu10363                000000 off
00:24:32:687 CMD DBGM     - 711 pl1121   0.00.00 - UpperCnvr.pl1121                 000000 off
00:24:32:687 CMD DBGM     - 712 bm1121   0.00.00 - UpperCnvr.bm1121                 000000 off
00:24:32:687 CMD DBGM     - 713 bu10364  0.00.00 - UpperCnvr.bu10364                000000 off
00:24:32:687 CMD DBGM     - 714 bu10365  0.00.00 - UpperCnvr.bu10365                000000 off
00:24:32:687 CMD DBGM     - 715 bu10366  0.00.00 - UpperCnvr.bu10366                000000 off
00:24:32:687 CMD DBGM     - 716 pl1122   0.00.00 - UpperCnvr.pl1122                 000000 off
00:24:32:687 CMD DBGM     - 717 bm1122   0.00.00 - UpperCnvr.bm1122                 000000 off
00:24:32:687 CMD DBGM     - 718 bu10367  0.00.00 - UpperCnvr.bu10367                000000 off
00:24:32:687 CMD DBGM     - 719 bu10368  0.00.00 - UpperCnvr.bu10368                000000 off
00:24:32:687 CMD DBGM     - 720 bu10369  0.00.00 - UpperCnvr.bu10369                000000 off
00:24:32:687 CMD DBGM     - 721 pl1123   0.00.00 - UpperCnvr.pl1123                 000000 off
00:24:32:687 CMD DBGM     - 722 bm1123   0.00.00 - UpperCnvr.bm1123                 000000 off
00:24:32:687 CMD DBGM     - 723 bu10370  0.00.00 - UpperCnvr.bu10370                000000 off
00:24:32:687 CMD DBGM     - 724 bu10371  0.00.00 - UpperCnvr.bu10371                000000 off
00:24:32:687 CMD DBGM     - 725 bu10372  0.00.00 - UpperCnvr.bu10372                000000 off
00:24:32:687 CMD DBGM     - 726 pl1124   0.00.00 - UpperCnvr.pl1124                 000000 off
00:24:32:687 CMD DBGM     - 727 bm1124   0.00.00 - UpperCnvr.bm1124                 000000 off
00:24:32:687 CMD DBGM     - 728 bu10373  0.00.00 - UpperCnvr.bu10373                000000 off
00:24:32:687 CMD DBGM     - 729 bu10374  0.00.00 - UpperCnvr.bu10374                000000 off
00:24:32:687 CMD DBGM     - 730 bu10375  0.00.00 - UpperCnvr.bu10375                000000 off
00:24:32:687 CMD DBGM     - 731 pl1125   0.00.00 - UpperCnvr.pl1125                 000000 off
00:24:32:687 CMD DBGM     - 732 bm1125   0.00.00 - UpperCnvr.bm1125                 000000 off
00:24:32:687 CMD DBGM     - 733 bu10376  0.00.00 - UpperCnvr.bu10376                000000 off
00:24:32:687 CMD DBGM     - 734 bu10377  0.00.00 - UpperCnvr.bu10377                000000 off
00:24:32:687 CMD DBGM     - 735 bu10378  0.00.00 - UpperCnvr.bu10378                000000 off
00:24:32:687 CMD DBGM     - 736 pl1126   0.00.00 - UpperCnvr.pl1126                 000000 off
00:24:32:687 CMD DBGM     - 737 bm1126   0.00.00 - UpperCnvr.bm1126                 000000 off
00:24:32:687 CMD DBGM     - 738 bu10379  0.00.00 - UpperCnvr.bu10379                000000 off
00:24:32:687 CMD DBGM     - 739 bu10380  0.00.00 - UpperCnvr.bu10380                000000 off
00:24:32:687 CMD DBGM     - 740 bu10381  0.00.00 - UpperCnvr.bu10381                000000 off
00:24:32:687 CMD DBGM     - 741 pl1127   0.00.00 - UpperCnvr.pl1127                 000000 off
00:24:32:687 CMD DBGM     - 742 bm1127   0.00.00 - UpperCnvr.bm1127                 000000 off
00:24:32:687 CMD DBGM     - 743 bu10382  0.00.00 - UpperCnvr.bu10382                000000 off
00:24:32:687 CMD DBGM     - 744 bu10383  0.00.00 - UpperCnvr.bu10383                000000 off
00:24:32:687 CMD DBGM     - 745 bu10384  0.00.00 - UpperCnvr.bu10384                000000 off
00:24:32:687 CMD DBGM     - 746 pl1128   0.00.00 - UpperCnvr.pl1128                 000000 off
00:24:32:687 CMD DBGM     - 747 bm1128   0.00.00 - UpperCnvr.bm1128                 000000 off
00:24:32:687 CMD DBGM     - 748 bu10385  0.00.00 - UpperCnvr.bu10385                000000 off
00:24:32:687 CMD DBGM     - 749 bu10386  0.00.00 - UpperCnvr.bu10386                000000 off
00:24:32:687 CMD DBGM     - 750 bu10387  0.00.00 - UpperCnvr.bu10387                000000 off
00:24:32:687 CMD DBGM     - 751 pl1129   0.00.00 - UpperCnvr.pl1129                 000000 off
00:24:32:687 CMD DBGM     - 752 bm1129   0.00.00 - UpperCnvr.bm1129                 000000 off
00:24:32:687 CMD DBGM     - 753 bu10388  0.00.00 - UpperCnvr.bu10388                000000 off
00:24:32:687 CMD DBGM     - 754 bu10389  0.00.00 - UpperCnvr.bu10389                000000 off
00:24:32:687 CMD DBGM     - 755 bu10390  0.00.00 - UpperCnvr.bu10390                000000 off
